id,matched,rating,x,y
1,False,0.726907144154,682132.895324,240353.690476
2,False,0.714650722238,682048.299108,240025.56865
7,False,0.535282868921,682028.337933,240051.898026
8,False,0.514615304944,682216.247234,240241.590012
9,False,0.492277634831,682116.231002,240511.940567
12,False,0.485439291548,682034.526956,239967.229623
13,False,0.482664271278,682117.055352,240261.825772
15,False,0.470370564984,682047.711389,240023.081731
17,False,0.423216790026,681837.474424,240354.398054
18,False,0.420934507744,681845.284206,239957.498992
20,False,0.394963101072,681679.407976,240485.66316
21,False,0.394211008274,682187.163787,240496.582576
22,False,0.390956630331,681836.816904,240549.460859
23,False,0.380456610424,682079.30041,240355.466611
24,False,0.372129847891,682082.845497,240237.711748
25,False,0.365513545594,681958.889675,240002.502861
26,False,0.357892372819,681811.277142,240443.037183
27,False,0.356795071025,681735.780451,239990.424608
28,False,0.356550123359,681644.978181,240105.30297
29,False,0.342675373794,681854.691269,240560.289891
31,False,0.324066524283,681678.480767,240142.374396
32,False,0.305822822279,681818.707184,240432.237694
33,False,0.305016558643,681876.863089,240574.331446
34,False,0.304264552975,681879.895123,240168.799992
35,False,0.302486990748,681810.519358,240432.530446
36,False,0.300340733623,681921.371032,240586.174478
37,False,0.300038314268,681886.915683,240169.378009
38,False,0.29772811216,682114.979753,240512.066101
39,False,0.297545589615,682008.212025,240355.292975
40,False,0.294741237602,681856.425285,240201.449803
41,False,0.28194520757,681825.284548,240291.039283
42,False,0.281304546844,682123.911271,240508.100204
43,False,0.280785866887,682060.384404,240078.799551
44,False,0.277110340629,682027.781236,240109.314458
45,False,0.275971520349,681878.137501,240557.176637
46,False,0.275971520349,681678.755727,240140.080118
47,False,0.269926595864,682063.911772,240115.441803
49,False,0.268198757764,681896.292133,240156.851011
50,False,0.266014394715,681845.765752,240216.599983
51,False,0.265495818528,681765.441673,239945.308714
52,False,0.259206333352,681638.302312,240273.364999
53,False,0.257357206569,682103.237469,240506.775853
54,False,0.257357206569,681909.67119,240131.039354
55,False,0.257357206569,681877.089597,240570.929011
56,False,0.254256756757,681888.694973,239979.130968
57,False,0.250227630672,681909.847798,240109.896925
58,False,0.24516353293,681631.902307,240273.97506
59,False,0.2425370168,682028.255598,240053.435143
60,False,0.241625935033,681939.840338,240358.297461
61,False,0.241614185294,682082.210379,240225.898407
63,False,0.235366237602,681761.39031,240402.293971
64,False,0.227902732472,681729.968915,239995.893158
65,False,0.225842499935,681980.22143,240430.416217
66,False,0.224146273292,682060.547459,240081.707469
68,False,0.216522005518,681652.62694,240264.606265
69,False,0.214985076922,681837.715561,240220.070638
70,False,0.213890068567,682083.274613,240289.013596
71,False,0.212632804143,682014.088076,240246.974666
72,False,0.212101599978,682179.421958,240052.10119
73,False,0.209188155406,681895.27967,240158.4957
74,False,0.207073688229,681926.831162,240401.423858
75,False,0.206859333303,681854.610063,240203.188366
76,False,0.206208232191,682253.404325,240314.983526
77,False,0.206208232191,682129.534263,240273.671483
78,False,0.20405498129,682104.841707,240542.248001
79,False,0.20405498129,681953.261665,240285.949678
81,False,0.20405498129,681682.34637,240393.963611
82,False,0.203651501514,682156.828843,240527.744182
83,False,0.201233622377,681998.202528,240569.46159
84,False,0.198822542704,681748.735331,240509.783352
85,False,0.198357472013,682119.076241,240508.117397
86,False,0.198357472013,682069.475404,240258.167909
87,False,0.195311653205,681876.563514,240172.287946
88,False,0.193948616807,681835.353408,239993.888375
90,False,0.19020997504,681959.727503,240024.49485
91,False,0.187547701177,682041.103556,239995.147468
92,False,0.185328937667,681647.916581,240189.023488
93,False,0.179317187703,682115.231483,240508.342356
94,False,0.178972367491,681938.641012,240374.001956
95,False,0.178576549644,682095.281537,240601.681363
96,False,0.175640881578,682172.394549,240484.92067
97,False,0.174357812028,681737.963419,240478.264167
98,False,0.174303703909,682198.60799,240520.131464
99,False,0.173076263965,682064.694477,240116.329927
100,False,0.172930019337,682122.174594,239974.553287
101,False,0.169439596675,681993.967543,240062.297695
102,False,0.16894013377,681636.095448,240266.525285
103,False,0.167105096885,682205.851409,240154.651787
104,False,0.165711850722,681770.873359,240520.88317
105,False,0.161438887431,681739.479426,240308.748954
106,False,0.161438887431,681858.197122,240199.888191
108,False,0.155453677983,681865.566688,239957.350115
109,False,0.147171576642,681684.845416,240296.073951
110,False,0.146443436843,682163.235416,240272.273191
111,False,0.145754307692,681875.607873,240268.416231
112,False,0.144440776901,682029.61375,239944.632741
113,False,0.142878705783,682039.140782,240101.404205
114,False,0.142313763455,682076.827837,240170.14219
115,False,0.126208699976,681861.855776,240195.430824
116,False,0.126208699976,681770.3594,240313.78551
117,False,0.123836939367,682016.426981,239894.287695
118,False,0.122221442234,681891.864768,240162.923744
119,False,0.122221442234,681886.357991,240585.594116
120,False,0.122221442234,681840.493931,240553.948815
121,False,0.122221442234,681737.524807,240479.200263
122,False,0.122221442234,681724.064,240492.3839
123,False,0.118705373563,682120.442429,240002.535913
124,False,0.118026342978,681789.271324,240532.241695
125,False,0.116599599989,682108.355159,240575.06725
126,False,0.116599599989,682010.222491,240431.193347
127,False,0.113724850639,682121.00411,240264.741623
128,False,0.111052560644,682033.511566,240131.728879
129,False,0.111052560644,681641.147135,240261.853162
130,False,0.110802162984,682083.39565,240253.870557
131,False,0.110544322912,681823.825438,240291.790705
132,False,0.110367626436,681637.066271,240261.771482
133,False,0.107492361109,682066.175258,240106.849647
134,False,0.105725573295,681784.158002,240529.858028
135,False,0.105190115715,681891.405058,240503.157774
136,False,0.105180320739,681941.218083,240586.848881
137,False,0.105180320739,681828.324583,240250.606027
138,False,0.104682130675,682150.442276,239883.358256
139,False,0.104682130675,682173.538872,240259.82804
140,False,0.104682130675,682001.981359,240630.091014
141,False,0.104682130675,682015.743277,240288.189868
142,False,0.104682130675,682052.105549,240536.868256
143,False,0.104682130675,681899.317998,240588.749227
144,False,0.104535766264,681738.409225,240479.296911
145,False,0.104490912166,682056.427482,240001.095807
147,False,0.10184068152,681637.204492,240262.672055
148,False,0.0999697425123,682083.543414,240281.966399
149,False,0.0996332813936,681884.516452,240172.187629
150,False,0.0989483471854,682139.468576,239997.800563
151,False,0.0989483471854,682101.061502,240538.568048
152,False,0.0985216328146,681857.009995,240560.547445
153,False,0.0984359145106,681824.407773,240291.461587
154,False,0.0983457236224,681610.830436,240178.526764
155,False,0.097789071757,681805.745122,240295.963376
156,False,0.0976565944707,682115.950897,240258.923734
157,False,0.0976565944707,681969.759079,240456.481846
158,False,0.0976565944707,681876.020434,240172.904948
159,False,0.0976565944707,681834.971698,240226.029434
160,False,0.0960949967127,682146.407269,240267.97743
161,False,0.0960949967127,681846.087173,239957.715128
162,False,0.0954406472613,681842.850249,240221.499065
163,False,0.0941752583132,681630.595262,240268.669129
164,False,0.093611987087,682086.557909,240542.278271
165,False,0.093611987087,681951.385893,240004.095612
166,False,0.0927150164214,681896.979439,240155.919512
167,False,0.0926362952482,681628.489754,240241.340622
168,False,0.0923958177957,681719.243767,239997.083538
169,False,0.0819196592776,681780.601215,240523.918579
170,False,0.0819196592776,681892.267033,240571.669379
171,False,0.0811349106722,682115.745583,240258.24684
172,False,0.0800252473816,682064.332588,240115.91788
173,False,0.0797061928158,682154.931354,240269.801622
174,False,0.0775898486578,681805.462773,240451.499645
175,False,0.0775898486578,681831.128198,239887.802881
176,False,0.0775898486578,681781.731445,240309.462686
178,False,0.0756035955805,682189.321546,240519.903624
179,False,0.0749749738969,681741.886983,240398.341232
180,False,0.0714719517763,682201.158042,240145.168806
181,False,0.0704110989457,681797.375576,240464.968998
182,False,0.0686999895814,681688.718158,240138.599265
183,False,0.0686999895814,681684.683891,240139.127318
184,False,0.0686034722206,682033.099148,240130.992468
185,False,0.0686034722206,681814.302666,240438.671848
186,False,0.0686034722206,681825.2101,240069.365479
187,False,0.0686034722206,681683.556661,240139.263432
188,False,0.0686034722206,681668.608133,240362.758945
189,False,0.068026855011,682121.941128,240511.712779
190,False,0.068026855011,682053.194848,240016.359121
191,False,0.068026855011,681672.756692,240359.295799
193,False,0.0680108604297,681952.363592,240031.522786
194,False,0.0674378885008,681614.304258,240270.84824
195,False,0.0648788166929,682104.798508,240518.694931
196,False,0.0648788166929,681792.826519,240403.617533
197,False,0.064728726421,682151.679535,240269.958939
198,False,0.064728726421,681876.837085,240573.634245
199,False,0.064728726421,681865.952738,240559.892356
200,False,0.064728726421,681881.120997,240611.443243
201,False,0.064728726421,681813.134977,240440.339003
202,False,0.064728726421,681740.063774,240475.763184
203,False,0.0645048903258,682119.421659,240511.810013
204,False,0.064408372965,681933.891493,240301.337717
205,False,0.0639778596087,681755.547792,239962.902676
206,False,0.0638157611741,681636.644426,240134.501376
207,False,0.0634891381333,682151.198185,240281.731565
208,False,0.0634748510656,682127.973711,240507.536976
209,False,0.0633852478179,681844.249809,239935.92449
210,False,0.0632548442299,682002.464626,240367.564925
211,False,0.0632548442299,681639.864058,240260.952397
212,False,0.0627635938315,682070.497482,240151.710691
213,False,0.0627635938315,681792.264188,240311.948
214,False,0.0627635938315,681833.706985,240276.966367
215,False,0.0627635938315,681819.066195,240431.636587
216,False,0.0627635938315,681632.671492,240128.641878
217,False,0.0625657150782,682125.601546,240511.492635
218,False,0.0625657150782,681846.667988,239958.047928
219,False,0.0625657150782,681677.536395,240141.388222
220,False,0.0621626328997,681946.337747,240284.842311
221,False,0.0620744646799,682174.449459,240566.558888
222,False,0.0620744646799,682062.318787,240090.001912
223,False,0.0620744646799,682012.122353,240473.029944
