IMG_0893.JPG,682218.918744,240594.930118,557.189009
IMG_0894.JPG,682213.906556,240538.449221,555.953508
IMG_0895.JPG,682212.877435,240483.186614,556.920375
IMG_0896.JPG,682214.292204,240427.849109,556.780425
IMG_0897.JPG,682210.437556,240374.227275,556.427885
IMG_0898.JPG,682210.731707,240319.101581,556.216491
IMG_0899.JPG,682209.517118,240264.316628,556.122095
IMG_0900.JPG,682210.984339,240208.957841,556.658066
IMG_0901.JPG,682205.881806,240153.638050,556.809617
IMG_0902.JPG,682205.976881,240098.906393,556.118588
IMG_0903.JPG,682204.029604,240044.255381,556.087071
IMG_0904.JPG,682203.957920,239990.018292,556.004969
IMG_0905.JPG,682202.517100,239935.912905,555.670506
IMG_0906.JPG,682202.355779,239877.669116,556.275216
IMG_0907.JPG,682162.469973,239923.772552,557.213388
IMG_0908.JPG,682163.666795,239976.872666,557.060663
IMG_0909.JPG,682165.943913,240031.593977,556.918321
IMG_0910.JPG,682163.952663,240086.175554,556.813397
IMG_0911.JPG,682168.442475,240141.639906,557.857102
IMG_0912.JPG,682165.788204,240193.051337,556.840563
IMG_0913.JPG,682169.803550,240247.235318,556.445665
IMG_0914.JPG,682169.455866,240301.128899,556.120940
IMG_0915.JPG,682171.482756,240356.346969,555.864854
IMG_0916.JPG,682170.245144,240408.157696,556.256806
IMG_0917.JPG,682173.803760,240462.204877,555.414844
IMG_0918.JPG,682172.281466,240515.715795,556.516414
IMG_0919.JPG,682174.857610,240569.051923,556.538475
IMG_0920.JPG,682174.103365,240622.971107,556.945170
IMG_0921.JPG,682134.427577,240571.568979,557.037428
IMG_0922.JPG,682132.557734,240521.549558,556.698692
IMG_0923.JPG,682131.782634,240464.118280,557.250276
IMG_0924.JPG,682129.310640,240409.607445,556.527655
IMG_0925.JPG,682128.885919,240352.323618,556.050711
IMG_0926.JPG,682128.547526,240297.161241,555.795586
IMG_0927.JPG,682127.744039,240243.216874,555.940194
IMG_0928.JPG,682126.066873,240188.584311,555.323320
IMG_0929.JPG,682124.487319,240133.819754,555.304801
IMG_0930.JPG,682122.355487,240083.286375,554.788475
IMG_0931.JPG,682122.251495,240030.313965,554.608992
IMG_0932.JPG,682118.914975,239977.067324,554.144602
IMG_0933.JPG,682121.273680,239923.326393,554.218859
IMG_0934.JPG,682082.248613,239926.518963,560.048250
IMG_0935.JPG,682081.361698,239981.441507,561.323440
IMG_0936.JPG,682083.125616,240034.736715,561.958460
IMG_0937.JPG,682082.872626,240086.492605,562.089462
IMG_0938.JPG,682083.665534,240140.376388,561.824268
IMG_0939.JPG,682082.901423,240194.645907,561.502540
IMG_0940.JPG,682086.028303,240248.373950,560.475694
IMG_0941.JPG,682085.469444,240303.175219,560.860922
IMG_0942.JPG,682088.059980,240355.476672,560.768288
IMG_0943.JPG,682089.699192,240409.308101,560.294094
IMG_0944.JPG,682089.539293,240460.359057,560.068604
IMG_0945.JPG,682090.304144,240511.532974,560.201148
IMG_0946.JPG,682089.955758,240564.419987,559.489651
IMG_0947.JPG,682092.738083,240618.088834,559.792158
IMG_0948.JPG,682046.726268,240598.215993,575.813013
IMG_0949.JPG,682051.157586,240549.796906,575.473021
IMG_0950.JPG,682050.384454,240494.094088,576.019807
IMG_0951.JPG,682046.279871,240438.576226,576.515199
IMG_0952.JPG,682046.354389,240385.769536,576.223301
IMG_0953.JPG,682044.534890,240331.047503,575.519051
IMG_0954.JPG,682043.690558,240272.585864,575.990326
IMG_0955.JPG,682043.634352,240220.753280,575.870228
IMG_0956.JPG,682039.462950,240162.935902,576.609010
IMG_0957.JPG,682043.826001,240109.393898,576.488374
IMG_0958.JPG,682039.982324,240052.282143,576.187392
IMG_0959.JPG,682037.161221,239997.994095,576.374190
IMG_0960.JPG,682035.390859,239943.260833,576.849913
IMG_0961.JPG,682036.178223,239886.015314,577.692082
IMG_0962.JPG,681997.148317,239930.394357,575.645680
IMG_0963.JPG,681998.639356,239983.274925,575.980931
IMG_0964.JPG,681996.555753,240039.562962,577.969269
IMG_0965.JPG,681999.798554,240093.480525,577.106714
IMG_0966.JPG,682000.534043,240146.359824,576.354449
IMG_0967.JPG,682001.601778,240200.306724,577.787951
IMG_0968.JPG,682001.885602,240253.999488,577.729815
IMG_0969.JPG,682002.994514,240308.235640,576.187432
IMG_0970.JPG,682004.762408,240363.068400,575.932983
IMG_0971.JPG,682005.227361,240418.519543,576.685110
IMG_0972.JPG,682007.630923,240472.218283,575.257210
IMG_0973.JPG,682009.917886,240526.684115,574.847823
IMG_0974.JPG,682007.807532,240581.697728,575.194531
IMG_0975.JPG,681973.080123,240591.709311,584.588606
IMG_0976.JPG,681962.220781,240533.315565,586.665460
IMG_0977.JPG,681969.673785,240476.388769,587.513317
IMG_0978.JPG,681962.391937,240421.023357,587.772938
IMG_0979.JPG,681962.462204,240366.494318,588.271236
IMG_0980.JPG,681962.180948,240309.101872,588.666075
IMG_0981.JPG,681959.423694,240254.671017,589.049106
IMG_0982.JPG,681959.912850,240202.732055,589.925981
IMG_0983.JPG,681959.706655,240146.794470,589.566521
IMG_0984.JPG,681957.291817,240092.204903,589.405557
IMG_0985.JPG,681956.189815,240036.465933,588.546526
IMG_0986.JPG,681956.311377,239981.174785,588.479941
IMG_0987.JPG,681952.956843,239924.064607,589.807235
IMG_0988.JPG,681914.475253,239929.081795,587.459865
IMG_0989.JPG,681914.980108,239981.311182,588.737021
IMG_0990.JPG,681915.529579,240034.301650,589.091025
IMG_0991.JPG,681916.646440,240088.312885,590.217591
IMG_0992.JPG,681916.028888,240140.096562,589.657227
IMG_0993.JPG,681917.914406,240194.795043,588.588150
IMG_0994.JPG,681919.137307,240248.706532,588.586294
IMG_0995.JPG,681919.540652,240304.176171,588.994401
IMG_0996.JPG,681921.403647,240358.848557,588.766527
IMG_0997.JPG,681921.404538,240411.388957,589.806630
IMG_0998.JPG,681922.875610,240462.379251,589.996074
IMG_0999.JPG,681925.037951,240516.161519,589.144893
IMG_1000.JPG,681922.933716,240570.611757,589.125741
IMG_1001.JPG,681927.181960,240625.418350,588.131270
IMG_1002.JPG,681778.819103,240310.036513,590.115282
IMG_1003.JPG,681803.480988,240359.389630,589.428445
IMG_1004.JPG,681828.048123,240406.371897,590.923340
IMG_1005.JPG,681849.707847,240455.180879,589.444066
IMG_1006.JPG,681872.143229,240503.674032,590.835484
IMG_1007.JPG,681896.302135,240550.225148,589.592232
IMG_1008.JPG,681920.673256,240599.005989,590.180278
IMG_1009.JPG,681883.187740,240595.123472,594.145573
IMG_1010.JPG,681885.301671,240540.099825,594.820883
IMG_1011.JPG,681882.449690,240486.201328,595.048287
IMG_1012.JPG,681881.420491,240428.342706,594.420654
IMG_1013.JPG,681878.211349,240373.108793,594.161527
IMG_1014.JPG,681879.046295,240315.179568,594.135884
IMG_1015.JPG,681877.804111,240261.417037,594.373659
